Classifications	Treatments	etrait	Annotation for etraita	eQTL	Lead_SNPb	P-valuec	eQTL_Typed	Candidate gene in eQTL region	Annotation for candidate genea
Dynamic distant-eQTLs	WS2	Zm00001d010528	60S ribosomal protein L36  	6:138933324~138939363	6_138939288	3.2346000000000001E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d044669	Calcium uniporter protein 5 mitochondrial	3:233533363~233535351	3_233535177	3.2351999999999997E-7	D	Zm00001d044628	alpha/beta-Hydrolases superfamily protein
Dynamic distant-eQTLs	WS1	Zm00001d014481	Dihydroflavonol-4-reductase  	5:56935518~56936847	5_56936557	3.2359E-7	D	Zm00001d014640	E3 ubiquitin-protein ligase BRE1-like 1
Dynamic distant-eQTLs	WS2	Zm00001d013923	Pentatricopeptide repeat-containing protein mitochondrial	5:26132404~26132406	5_26132406	3.2368E-7	D	Zm00001d013956	 tonoplast intrinsic protein3
Dynamic distant-eQTLs	WS1	Zm00001d008456	/	8:2568242~2568278	8_2568278	3.2370000000000002E-7	D	Zm00001d008248	/
Dynamic distant-eQTLs	WS2	Zm00001d028748	/	1:36755028~36755057	1_36755028	3.2371999999999999E-7	D	Zm00001d028486	Chemocyanin  
Dynamic distant-eQTLs	WW	Zm00001d042642	RNA-binding (RRM/RBD/RNP motifs) family protein	9:27077686~27089630	9_27082987	3.2376999999999999E-7	D	Zm00001d045575,Zm00001d045576,Zm00001d045574	"Ferredoxin--NADP reductase leaf isozyme 1 chloroplastic,""WAT1-related protein "",""Sec14p-like phosphatidylinositol transfer family protein"""
Dynamic distant-eQTLs	WS2	Zm00001d027768	Putative ion channel POLLUX-like 2	1:7292693~7313959	1_7299202	3.2384999999999998E-7	D	Zm00001d027516,Zm00001d027517,Zm00001d027518	"Peflin,""Thiol-disulfide oxidoreductase LTO1"",""Signal recognition particle 43 kDa protein chloroplastic"""
Dynamic distant-eQTLs	WW	Zm00001d051089	Protein kinase domain containing protein	4:144057916~144058007	4_144057916	3.2387E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d024048	Argininosuccinate synthase chloroplastic	10:43323766~43325908	10_43325908	3.2387E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d002733	Cyclin-U2-1	2:21108749~21113447	2_21108749	3.2389999999999998E-7	D	Zm00001d002739	Polyketide cyclase/dehydrase and lipid transport superfamily protein
Dynamic distant-eQTLs	WS2	Zm00001d043425	/	3:200418960~200422668	3_200418960	3.2390999999999999E-7	D	Zm00001d043449	RNA-binding S4 domain-containing protein
Dynamic distant-eQTLs	WS2	Zm00001d046706	Dihydroflavonol-4-reductase	9:104272251~104274363	9_104272251	3.2394999999999999E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d009222	Pyrophosphate-energized vacuolar membrane proton pump 1	8:37144219~37147037	8_37146511	3.2408999999999999E-7	D	Zm00001d009112	cAMP-regulated phosphoprotein 19-related protein
Dynamic distant-eQTLs	WS1	Zm00001d008633	Putative leucine-rich repeat receptor-like protein kinase family protein  	8:15001574~15004497	8_15004061	3.242E-7	D	Zm00001d008622	Synaptic glycoprotein SC2  
Dynamic distant-eQTLs	WS2	Zm00001d022753	/	9:149621184~149621299	9_149621299	3.2421000000000002E-7	D	Zm00001d048082	Zea mays MADS8  
Dynamic distant-eQTLs	WS2	Zm00001d007715	/	2:227259116~227259447	2_227259372	3.2424E-7	D	Zm00001d007300	Target of Myb protein 1
Dynamic distant-eQTLs	WS1	Zm00001d020584	Histone H4  	6:167938786~167938869	6_167938869	3.2426000000000002E-7	D	Zm00001d038968	Eukaryotic aspartyl protease family protein
Dynamic distant-eQTLs	WS1	Zm00001d043314	Mal d 1-associated protein	5:31927721~31928001	5_31928001	3.2427999999999999E-7	D	Zm00001d014085	Nucleotide binding protein  
Dynamic distant-eQTLs	WS1	Zm00001d046202	/	4:128055443~128059332	4_128055443	3.2429E-7	D	Zm00001d050874	NAP1-related protein 2
Dynamic distant-eQTLs	WS2	Zm00001d025126	CASP-like protein 7  	8:23545045~23549405	8_23545748	3.2443E-7	D	Zm00001d008874	/
Dynamic distant-eQTLs	WW	Zm00001d044211	Phosphoglucomutase chloroplastic	5:155592014~155592323	5_155592121	3.2445999999999998E-7	D	Zm00001d016285	Protein kinase family protein with leucine-rich repeat domain
Dynamic distant-eQTLs	WS1	Zm00001d018937	MMS19 nucleotide excision repair protein homolog	4:198498724~198499244	4_198499244	3.2446999999999999E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d007715	/	10:65970386~65974317	10_65971482	3.2449000000000002E-7	D	Zm00001d024347	Reticulon-like protein B22
Dynamic distant-eQTLs	WS1	Zm00001d013047	Serine/threonine-protein phosphatase  	2:64316203~64317040	2_64316243	3.2459000000000002E-7	D	Zm00001d003872	Coilin
Dynamic distant-eQTLs	WS2	Zm00001d014172	/	2:175792912~175804223	2_175802424	3.2460999999999999E-7	D	Zm00001d005489	D-isomer specific 2-hydroxyacid dehydrogenase family protein
Dynamic distant-eQTLs	WS2	Zm00001d017459	/	5:198717689~198718993	5_198718148	3.2462E-7	D	Zm00001d017525	Mitogen-activated protein kinase kinase kinase YODA
Dynamic distant-eQTLs	WW	Zm00001d043098	Cytochrome b5 reductase  	8:46849775~46862409	8_46849775	3.2463000000000002E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d053101	/	4:82447704~82447937	4_82447901	3.2467000000000001E-7	D	Zm00001d050341	Chaperonin-like RbcX protein
Dynamic distant-eQTLs	WS1	Zm00001d025734	/	2:64316203~64317040	2_64317040	3.2467000000000001E-7	D	Zm00001d003872	Coilin
Dynamic distant-eQTLs	WS1	Zm00001d045448	40S ribosomal protein S20-1	8:170083353~170083679	8_170083353	3.2474999999999999E-7	D	Zm00001d012208	Cysteine-rich receptor-like protein kinase 40
Dynamic distant-eQTLs	WW	Zm00001d002610	cytochrome P450 family 704 subfamily A polypeptide 2	2:59226335~59229403	2_59228804	3.2476E-7	D	Zm00001d003784	Glucan endo-13-beta-glucosidase 14
Dynamic distant-eQTLs	WS1	Zm00001d037337	Ribonucleoside-diphosphate reductase small chain C	6:165290655~165294687	6_165293929	3.2481000000000001E-7	D	Zm00001d038824,Zm00001d038825	"Probable choline kinase 2,""Pentatricopeptide repeat-containing protein """
Dynamic distant-eQTLs	WS2	Zm00001d047526	Lung seven transmembrane receptor family protein	3:137587891~137591933	3_137588319	3.2491999999999997E-7	D	Zm00001d041780,Zm00001d000617	"Zinc-finger homeodomain protein 4,""/"""
Dynamic distant-eQTLs	WS2	Zm00001d021554	ATP synthase subunit delta' mitochondrial	7:131102154~131102370	7_131102154	3.2492999999999999E-7	D	Zm00001d020748	Polyadenylate-binding protein RBP47B
Dynamic distant-eQTLs	WS2	Zm00001d022446	Plant-specific domain TIGR01568 family protein  	7:177853526~177854539	7_177854539	3.2500000000000001E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d038995	Ubiquitin-conjugating enzyme E2 36	6:167700648~167710747	6_167704836	3.2505000000000002E-7	D	Zm00001d038959,Zm00001d038960,Zm00001d038961	"O-acyltransferase WSD1,""S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"",""Kinesin-like protein KIN-10C"""
Dynamic distant-eQTLs	WS2	Zm00001d045872	Putative BPI/LBP family protein 	9:29533764~29539323	9_29533764	3.2505000000000002E-7	D	Zm00001d045632	U-box domain-containing protein 14
Dynamic distant-eQTLs	WS1	Zm00001d011531	alpha/beta-Hydrolases superfamily protein	1:292626475~292627247	1_292627247	3.2509000000000001E-7	D	Zm00001d034424	Folate-biopterin transporter 1 chloroplastic
Dynamic distant-eQTLs	WS1	Zm00001d051769	L-ascorbate peroxidase 2 cytosolic	9:141482825~141488129	9_141482825	3.2511999999999999E-7	D	Zm00001d047776	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related
Dynamic distant-eQTLs	WS1	Zm00001d044548	DNA-damage-repair/toleration protein DRT102  	3:228977550~228984984	3_228983661	3.2513E-7	D	Zm00001d044467,Zm00001d000721,Zm00001d044468	"/,""/"",""maternal effect embryo arrest 18"""
Dynamic distant-eQTLs	WS2	Zm00001d040628	/	3:56738954~56740301	3_56739097	3.2519000000000002E-7	D	/	/
Dynamic distant-eQTLs	WW	ENSRNA049479370	Small nucleolar RNA SNORD14	2:192027498~192028006	2_192027498	3.2538000000000002E-7	D	Zm00001d005894	Leucine-rich repeat (LRR) family protein
Dynamic distant-eQTLs	WS1	Zm00001d039777	Cell number regulator 8  	3:192750476~192750756	3_192750476	3.2547000000000002E-7	D	Zm00001d043238	Peroxidase 56  
Dynamic distant-eQTLs	WS1	Zm00001d006502	/	10:136073043~136073045	10_136073045	3.2548999999999999E-7	D	Zm00001d026016	RNA-binding (RRM/RBD/RNP motifs) family protein
Dynamic distant-eQTLs	WS2	Zm00001d049607	Putative DUF604-domain containing/glycosyltransferase-related family protein  	1:267645568~267653410	1_267648432	3.2557000000000002E-7	D	Zm00001d033578,Zm00001d033579	"/,""/"""
Dynamic distant-eQTLs	WW	Zm00001d045844	/	9:50262030~50269404	9_50263939	3.256E-7	D	Zm00001d045962	/
Dynamic distant-eQTLs	WS2	Zm00001d020088	/	3:25759045~25759062	3_25759045	3.2564E-7	D	Zm00001d040067	Glycosyltransferase family 61 protein
Dynamic distant-eQTLs	WW	Zm00001d043854	Cytochrome b561 and DOMON domain-containing protein 	3:214776662~214777965	3_214777965	3.2576999999999998E-7	D	Zm00001d043955	Eukaryotic translation initiation factor 3 subunit D
Dynamic distant-eQTLs	WW	Zm00001d006080	Oleoyl-acyl carrier protein thioesterase  	2:197659801~197660742	2_197659801	3.2580999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d010699	/	8:107884495~107898415	8_107893617	3.2580999999999998E-7	D	Zm00001d010292	/
Dynamic distant-eQTLs	WW	Zm00001d009337	HEAT repeat-containing protein	8:60844264~60848663	8_60847323	3.2581999999999999E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d036494	GATA transcription factor 24	1:208356140~208356319	1_208356315	3.2583E-7	D	Zm00001d031973	Phosphatidylinositol-3-phosphatase myotubularin-1
Dynamic distant-eQTLs	WS1	Zm00001d019325	RNA-binding (RRM/RBD/RNP motifs) family protein	7:98834198~98837299	7_98834345	3.2592E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d009613	Protease Do-like 1 chloroplastic	8:144113610~144127591	8_144120275	3.2594000000000002E-7	D	Zm00001d011233	SIT4 phosphatase-associated family protein
Dynamic distant-eQTLs	WS1	Zm00001d008923	/	6:160178122~160178232	6_160178232	3.2604999999999998E-7	D	Zm00001d038574	Basic leucine zipper 24
Dynamic distant-eQTLs	WW	Zm00001d049855	3'-5'-exoribonuclease family protein	4:47881765~47883449	4_47883449	3.2609999999999999E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d037530	Growth inhibition and differentiation-related protein 88-like protein	6:128417029~128419245	6_128419235	3.2613000000000002E-7	D	Zm00001d037533,Zm00001d037532	"RING-H2 finger protein ATL3,""6-phosphofructo-2-kinase/fructose-26- bisphosphatase"""
Dynamic distant-eQTLs	WS2	Zm00001d046323	/	9:76890771~76892651	9_76891811	3.2627999999999998E-7	D	Zm00001d046254	Anther-specific proline-rich protein APG  
Dynamic distant-eQTLs	WW	Zm00001d028894	Ubiquitin-conjugating enzyme E2 32	1:49812363~49822889	1_49820893	3.2635000000000001E-7	D	Zm00001d028890,Zm00001d028891	" enhancer of zeste3,""/"""
Dynamic distant-eQTLs	WS1	Zm00001d024245	 glyoxylase1	10:59639753~59641796	10_59639753	3.2670999999999999E-7	D	Zm00001d024251	Transcription factor GTE7
Dynamic distant-eQTLs	WS2	Zm00001d005470	/	2:40567309~40567436	2_40567309	3.2673000000000001E-7	D	Zm00001d003334	WPP domain-interacting protein 2
Dynamic distant-eQTLs	WS1	Zm00001d010693	21.7 kDa class VI heat shock protein	8:135759750~135763308	8_135760556	3.2674999999999998E-7	D	Zm00001d010982	Tetraspanin-3
Dynamic distant-eQTLs	WS1	Zm00001d004190	/	2:153084010~153094188	2_153088194	3.2678999999999998E-7	D	Zm00001d004997,Zm00001d004999,Zm00001d004998	"Ubiquinol-cytochrome c reductase complex 8.0 kDa protein  ,""/"","" calcium dependent protein kinase2"""
Dynamic distant-eQTLs	WS2	Zm00001d005001	 transporter of mugineic acid3	2:132004284~132004629	2_132004369	3.2679999999999999E-7	D	Zm00001d004698	Serine/threonine-protein kinase-like protein CCR4
Dynamic distant-eQTLs	WS1	Zm00001d019411	L-type lectin-domain containing receptor kinase V.9	7:22231757~22234558	7_22233617	3.2682000000000001E-7	D	Zm00001d019217	ABC2 homolog 13
Dynamic distant-eQTLs	WS2	Zm00001d043312	Ubiquitin carboxyl-terminal hydrolase 13	3:194970359~194978816	3_194978803	3.2683000000000002E-7	D	Zm00001d043298,Zm00001d043296	"P-loop containing nucleoside triphosphate hydrolases superfamily protein,""zinc knuckle (CCHC-type) family protein"""
Dynamic distant-eQTLs	WS1	Zm00001d043107	Pentatricopeptide repeat-containing protein chloroplastic/mitochondrial	3:189711667~189712058	3_189711667	3.2688000000000003E-7	D	Zm00001d043119	Protein RETICULATA-RELATED 3 chloroplastic
Dynamic distant-eQTLs	WS1	Zm00001d045732	ATP-dependent protease La (LON) domain protein	9:38991554~38993211	9_38991575	3.2693999999999999E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d035954	SIN-like family protein	3:156416517~156421979	3_156417091	3.2695E-7	D	Zm00001d042215	Autophagy-related protein 18a
Dynamic distant-eQTLs	WS1	Zm00001d036679	Ubiquitin-conjugating enzyme E2 22	5:182431969~182432834	5_182432182	3.2698999999999999E-7	D	Zm00001d017002	/
Dynamic distant-eQTLs	WS2	Zm00001d001240	/	5:187254336~187255943	5_187255943	3.2702999999999998E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d049760	RNA pseudouridine synthase 3 mitochondrial	4:43883076~43894285	4_43890312	3.2716999999999998E-7	D	Zm00001d049767,Zm00001d049768	"Putative SERRATE-related C2H2 zinc-finger family protein  ,""oligopeptide transporter-like protein"""
Dynamic distant-eQTLs	WS2	Zm00001d021086	Transcription factor bHLH137	2:181989883~181990378	2_181990249	3.2718E-7	D	Zm00001d005650	Histone-lysine N-methyltransferase H3 lysine-9 specific SUVH5
Dynamic distant-eQTLs	WS2	Zm00001d041678	/	3:129601827~129612597	3_129602023	3.2719000000000001E-7	D	Zm00001d041608,Zm00001d041609,Zm00001d041610	"Phosphatidylinositol:ceramide inositolphosphotransferase 1,""DNA-directed RNA polymerase subunit  "",""RNA pseudouridine synthase 1"""
Dynamic distant-eQTLs	WS2	Zm00001d025353	sec23/sec24 transport family protein	7:131177438~131177441	7_131177438	3.2719000000000001E-7	D	Zm00001d020750	Serine carboxypeptidase-like 40
Dynamic distant-eQTLs	WW	Zm00001d021895	Beta-hexosaminidase  	2:212681409~212690009	2_212690009	3.2723E-7	D	Zm00001d006617	Toll-Interleukin-Resistance (TIR) domain family protein
Dynamic distant-eQTLs	WW	Zm00001d027022	/	4:234419731~234419772	4_234419772	3.2724000000000001E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d037870	/	6:138953342~138956678	6_138953342	3.2729000000000001E-7	D	Zm00001d037829	Probable receptor-like protein kinase 
Dynamic distant-eQTLs	WS1	Zm00001d045543	NADPH-dependent pterin aldehyde reductase	5:177051814~177058135	5_177058089	3.2740999999999999E-7	D	Zm00001d016815,Zm00001d016816	"Pentatricopeptide repeat-containing protein ,""P-loop containing nucleoside triphosphate hydrolases superfamily protein"""
Dynamic distant-eQTLs	WS2	Zm00001d045959	Nicastrin	9:70712962~70714085	9_70712996	3.2767000000000002E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d032626	Ripening-related protein grip22	1:233134915~233137808	1_233135207	3.2768999999999999E-7	D	Zm00001d032651,Zm00001d032652	"Cytochrome P450 86B1,""Metal-dependent phosphohydrolase"""
Dynamic distant-eQTLs	WS2	Zm00001d030063	/	1:198455227~198455230	1_198455227	3.2775000000000001E-7	D	Zm00001d031677	MtN19-like protein  
Dynamic distant-eQTLs	WW	Zm00001d003197	Calmodulin-like protein 2	2:49078533~49079109	2_49079045	3.2781000000000002E-7	D	Zm00001d003588,Zm00001d003589	"Ras-related protein RABD1,"" ypt homolog1"""
Dynamic distant-eQTLs	WS2	Zm00001d045570	Glycerolphosphate mutase  	9:31118912~31124201	9_31123396	3.2795000000000002E-7	D	Zm00001d045651	/
Dynamic distant-eQTLs	WS2	Zm00001d046312	/	9:99413183~99415901	9_99415389	3.2795999999999998E-7	D	Zm00001d046624	Probable E3 ubiquitin ligase SUD1
Dynamic distant-eQTLs	WS2	Zm00001d034674	Protein NRT1/ PTR FAMILY 5.6	9:153881347~153897066	9_153885619	3.2798E-7	D	Zm00001d048284,Zm00001d048285,Zm00001d048286	"YlmG homolog protein 2 chloroplastic,""E3 ubiquitin-protein ligase SPL2"",""Acyl-CoA N-acyltransferases (NAT) superfamily protein"""
Dynamic distant-eQTLs	WW	Zm00001d030064	/	1:185877212~185877854	1_185877212	3.2808000000000001E-7	D	Zm00001d031316	Phosphatidylinositol/phosphatidylcholine transfer protein SFH13
Dynamic distant-eQTLs	WS1	Zm00001d048151	Glycosyl hydrolase family 10 protein	3:201664612~201667217	3_201667217	3.2812E-7	D	Zm00001d043489	alpha/beta-Hydrolases superfamily protein
Dynamic distant-eQTLs	WW	Zm00001d004417	Peptidase S24/S26A/S26B/S26C family protein	2:129933060~129935308	2_129934880	3.2814999999999998E-7	D	Zm00001d004679	Phosphoinositide phosphatase SAC6
Dynamic distant-eQTLs	WW	Zm00001d024347	Reticulon-like protein B22	10:64075372~64078073	10_64078073	3.2814999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d019999	40S ribosomal protein S4-3	8:21792712~21794618	8_21794618	3.2818000000000002E-7	D	Zm00001d008826	 gigantea1
Dynamic distant-eQTLs	WS2	Zm00001d032442	Cytochrome b5 isoform E	1:221836452~221836741	1_221836452	3.2821E-7	D	Zm00001d032311	 trehalose-6-phosphate synthase4
Dynamic distant-eQTLs	WW	Zm00001d048252	Eukaryotic translation initiation factor 3 subunit K	5:209654299~209654754	5_209654754	3.2824999999999999E-7	D	Zm00001d017890	Retrotransposon protein Ty1-copia subclass
Dynamic distant-eQTLs	WW	Zm00001d031412	Glycerophosphodiester phosphodiesterase GDPDL3	2:189519575~189519801	2_189519801	3.2849E-7	D	Zm00001d005814	Photosystem I chlorophyll a/b-binding protein 6 chloroplastic
Dynamic distant-eQTLs	WS1	Zm00001d009513	Probable ubiquitin-conjugating enzyme E2 25	1:3383369~3384473	1_3384473	3.2859000000000001E-7	D	Zm00001d027347	Bifunctional fucokinase/fucose pyrophosphorylase
Dynamic distant-eQTLs	WW	Zm00001d043544	UDP-glycosyltransferase 88A1	3:203821176~203821181	3_203821176	3.2860999999999998E-7	D	Zm00001d043560	Ubiquitin-like-specific protease 1D
Dynamic distant-eQTLs	WS2	Zm00001d045927	Diacylglycerol O-acyltransferase 2	9:46113896~46116376	9_46114196	3.2865000000000002E-7	D	Zm00001d045889	60S ribosomal protein L31  
Dynamic distant-eQTLs	WS2	Zm00001d014381	Small nuclear ribonucleoprotein family protein	9:90216028~90227342	9_90226860	3.2865000000000002E-7	D	Zm00001d046444,Zm00001d046445	" fatty acid elongase2,""Transducin/WD40 repeat-like superfamily protein"""
Dynamic distant-eQTLs	WW	Zm00001d035649	embryo defective 2735	6:39644721~39647898	6_39644920	3.2870000000000003E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d027755	/	1:12590417~12592049	1_12591955	3.2870999999999998E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d043261	Universal stress protein PHOS34	7:162971003~162980339	7_162975978	3.2873000000000001E-7	D	Zm00001d021785	Myosin-2
Dynamic distant-eQTLs	WS2	Zm00001d028429	HVA22-like protein i	7:115407184~115407204	7_115407204	3.2880999999999999E-7	D	Zm00001d020454	/
Dynamic distant-eQTLs	WW	Zm00001d003709	Cell wall / vacuolar inhibitor of fructosidase 2	2:155106111~155107817	2_155106111	3.2882E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d004172	Putative translation elongation/initiation factor family protein  	2:88547027~88558084	2_88552675	3.2884999999999998E-7	D	Zm00001d004167	Wax synthase isoform 1  
Dynamic distant-eQTLs	WW	Zm00001d040826	/	43:63000~65072	43_64177	3.2887000000000001E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d027900	Protein TIFY 10B	3:8203565~8209863	3_8207347	3.2898000000000002E-7	D	Zm00001d039575,Zm00001d039576	"1-aminocyclopropane-1-carboxylate oxidase  ,""F-box domain containing protein  """
Dynamic distant-eQTLs	WS2	Zm00001d053867	Tyrosine-sulfated glycopeptide receptor 1	4:232071189~232073698	4_232073162	3.2907999999999998E-7	D	Zm00001d053450	Putative ubiquitin carboxyl-terminal hydrolase superfamily protein  
Dynamic distant-eQTLs	WW	Zm00001d048718	Galactose oxidase/kelch repeat superfamily protein	1:7491918~7491938	1_7491918	3.291E-7	D	Zm00001d027530	 NAC-transcription factor 53
Dynamic distant-eQTLs	WS2	Zm00001d006019	OTU domain-containing protein 	2:205258745~205261153	2_205260104	3.2919E-7	D	Zm00001d006348	growth-regulating factor 9
Dynamic distant-eQTLs	WW	Zm00001d021899	alpha/beta-Hydrolases superfamily protein	7:164994988~164995834	7_164995655	3.2933E-7	D	Zm00001d021869	/
Dynamic distant-eQTLs	WW	Zm00001d017169	/	10:127580348~127582393	10_127580348	3.2933E-7	D	Zm00001d025724	Acid phosphatase/vanadium-dependent haloperoxidase protein  
Dynamic distant-eQTLs	WS2	Zm00001d048453	Putative leucine-rich repeat transmembrane protein kinase family protein  	1:43287105~43291216	1_43289154	3.2933E-7	D	Zm00001d028690	/
Dynamic distant-eQTLs	WW	Zm00001d001206	/	19:361805~362271	19_362271	3.2941999999999999E-7	D	/	/
Dynamic distant-eQTLs	WS2	Zm00001d028282	Cytochrome P450 CYP74A19  	4:191036856~191048105	4_191046821	3.2944000000000002E-7	D	Zm00001d052485	AMP-binding protein  
Dynamic distant-eQTLs	WS2	Zm00001d011243	Coiled-coil domain-containing protein	8:126076490~126077405	8_126077229	3.2948000000000001E-7	D	Zm00001d010728	PLASMODESMATA CALLOSE-BINDING PROTEIN 2
Dynamic distant-eQTLs	WS1	Zm00001d011877	Protein OSB2 chloroplastic	8:162936198~162944813	8_162944813	3.2957000000000001E-7	D	Zm00001d011855	Probable ADP-ribosylation factor GTPase-activating protein AGD11
Dynamic distant-eQTLs	WW	Zm00001d026695	Protein NRT1/ PTR FAMILY 5.10	4:200052538~200053511	4_200053511	3.2962000000000001E-7	D	Zm00001d052767	PLC-like phosphodiesterases superfamily protein
Dynamic distant-eQTLs	WW	Zm00001d024109	Uracil phosphoribosyltransferase  	10:44970948~44980024	10_44975571	3.2968000000000002E-7	D	/	/
Dynamic distant-eQTLs	WS1	Zm00001d009401	DNAJ heat shock N-terminal domain-containing protein	8:62168677~62171485	8_62171485	3.2968000000000002E-7	D	Zm00001d009394	/
Dynamic distant-eQTLs	WS1	Zm00001d017395	Thylakoid lumenal protein TL20.3 chloroplastic	2:2506284~2506677	2_2506284	3.2973999999999999E-7	D	Zm00001d001895	Plant UBX domain-containing protein 7
Dynamic distant-eQTLs	WS1	Zm00001d015925	Serine/threonine-protein kinase AGC1-5	5:80281163~80289559	5_80281929	3.2977999999999998E-7	D	Zm00001d015234	Cycloartenol synthase
Dynamic distant-eQTLs	WS1	Zm00001d048893	RING/FYVE/PHD zinc finger superfamily protein	4:16817412~16828951	4_16822896	3.298E-7	D	Zm00001d049125,Zm00001d049126	"Transcriptional corepressor SEUSS,""Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:B6TMT4]"""
Dynamic distant-eQTLs	WW	Zm00001d006904	Multifunctional methyltransferase subunit TRM112- like protein 	2:218530172~218543762	2_218531995	3.2986999999999998E-7	D	Zm00001d006884,Zm00001d006885	"SAP domain-containing protein,""CDPK-related kinase 5"""
Dynamic distant-eQTLs	WS2	Zm00001d050823	Got1/Sft2-like vescicle transport protein family	6:172244915~172245006	6_172244915	3.2992999999999999E-7	D	Zm00001d039192	Probable protein phosphatase 2C 76
Dynamic distant-eQTLs	WW	Zm00001d018498	Cysteine proteinases superfamily protein	4:17525999~17534707	4_17527118	3.3000999999999998E-7	D	Zm00001d049140	Calmodulin-interacting protein 111
Dynamic distant-eQTLs	WW	Zm00001d035390	Thioredoxin H-type  	6:16089895~16093235	6_16092516	3.3001999999999999E-7	D	Zm00001d035235	Protein cornichon homolog 1
Dynamic distant-eQTLs	WS1	Zm00001d002362	Methionine aminopeptidase  	10:114700299~114704045	10_114703201	3.3005000000000002E-7	D	Zm00001d025338,Zm00001d025339	"/,"" SF1 binding protein candidate1"""
Dynamic distant-eQTLs	WS1	Zm00001d026369	Anthocyanidin reductase	10:10303333~10304306	10_10303333	3.3005999999999998E-7	D	Zm00001d023564	Polynucleotide adenylyltransferase family protein
Dynamic distant-eQTLs	WS2	GRMZM5G862955	Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:K7V9S9]	5:9461843~9464154	5_9463986	3.3015999999999999E-7	D	Zm00001d013357,Zm00001d001503	"Transcription factor bHLH62,""/"""
Dynamic distant-eQTLs	WW	ENSRNA049477299	Small nucleolar RNA Z279/snoR105/snoR108	3:138830038~138832371	3_138831307	3.3027000000000001E-7	D	Zm00001d041803,Zm00001d041804	"Transcriptional corepressor SEUSS,"" thioredoxin M2"""
Dynamic distant-eQTLs	WW	Zm00001d036262	Protein kinase superfamily protein	6:88158770~88163125	6_88158770	3.3042999999999998E-7	D	Zm00001d036429	Lysophospholipid acyltransferase LPEAT2
Dynamic distant-eQTLs	WS2	Zm00001d011829	DNA mismatch repair protein MLH1	7:97541792~97555117	7_97546431	3.3047000000000002E-7	D	Zm00001d020175,Zm00001d001185,Zm00001d020176	"Proton pump-interactor 1,""/"",""NAD(P)-binding Rossmann-fold superfamily protein"""
Dynamic distant-eQTLs	WS2	Zm00001d033782	Seed maturation protein PM41  	2:209565529~209569544	2_209565529	3.3056000000000002E-7	D	Zm00001d006479	 calcium dependent protein kinase3
Dynamic distant-eQTLs	WS2	Zm00001d033782	Seed maturation protein PM41  	2:209642526~209654156	2_209643346	3.3056000000000002E-7	D	Zm00001d006480,Zm00001d006481	"Serine/arginine-rich splicing factor SR45a,""BNR/Asp-box repeat family protein"""
Dynamic distant-eQTLs	WW	Zm00001d005928	D-type cyclin  	3:28239216~28241008	3_28239537	3.3064E-7	D	Zm00001d040118	Sarcoplasmic reticulum histidine-rich calcium- binding protein
Dynamic distant-eQTLs	WS2	Zm00001d030612	CBS domain-containing protein CBSCBSPB2	1:147556369~147558901	1_147556369	3.3070000000000002E-7	D	/	/
Dynamic distant-eQTLs	WW	Zm00001d021368	Tetratricopeptide repeat (TPR)-like superfamily protein	1:232168848~232184133	1_232184109	3.3074000000000001E-7	D	Zm00001d032616,Zm00001d032617,Zm00001d032615	"40S ribosomal protein S27a  ,""Nucleic acid binding protein  "",""Protein TIC110 chloroplastic"""
Dynamic distant-eQTLs	WS2	Zm00001d049660	ACR8  	1:291835049~291835529	1_291835529	3.3075000000000002E-7	D	Zm00001d034400	BTB/POZ and MATH domain-containing protein 4
Dynamic distant-eQTLs	WW	Zm00001d011174	 senescence enhanced2a	7:146830652~146831778	7_146831204	3.3076999999999999E-7	D	Zm00001d021248	NC domain-containing protein-related
Dynamic distant-eQTLs	WS2	Zm00001d011642	Phosphoethanolamine N-methyltransferase 3	3:83380707~83387408	3_83380707	3.3076999999999999E-7	D	/	/
